student_id,weakest_sub,weakest_sub_enc,addition_score,addition_ratio,addition_correct,comparing_fractions_score,comparing_fractions_ratio,comparing_fractions_correct,division_score,division_ratio,division_correct,fraction_to_decimal_score,fraction_to_decimal_ratio,fraction_to_decimal_correct,multiplication_score,multiplication_ratio,multiplication_correct,ordering_fractions_score,ordering_fractions_ratio,ordering_fractions_correct,simplifying_fractions_score,simplifying_fractions_ratio,simplifying_fractions_correct,subtraction_score,subtraction_ratio,subtraction_correct
S04181,Division,2,14,0.7,3,12,0.6,3,2,0.1,0,10,0.5,2,12,0.6,3,16,0.8,4,16,0.8,4,12,0.6,2
S01688,Comparing Fractions,1,10,0.5,2,10,0.5,1,18,0.9,4,16,0.8,4,16,0.8,4,16,0.8,4,16,0.8,4,12,0.6,3
S06171,Subtraction,7,16,0.8,4,12,0.6,3,4,0.2,1,12,0.6,3,12,0.6,3,12,0.6,3,12,0.6,3,4,0.2,1
S00196,Addition,0,4,0.2,0,8,0.4,1,12,0.6,3,8,0.4,1,12,0.6,2,12,0.6,3,18,0.9,4,14,0.7,3
S02635,Addition,0,10,0.5,2,16,0.8,3,12,0.6,3,18,0.9,4,14,0.7,3,18,0.9,4,14,0.7,3,16,0.8,4
S05552,Ordering Fractions,5,8,0.4,2,12,0.6,3,12,0.6,3,12,0.6,3,12,0.6,3,8,0.4,2,8,0.4,2,12,0.6,3
S03682,Multiplication,4,14,0.7,3,16,0.8,4,20,1.0,5,6,0.3,1,4,0.2,0,8,0.4,1,14,0.7,3,18,0.9,4
S03789,Simplifying Fractions,6,10,0.5,1,20,1.0,5,16,0.8,4,16,0.8,4,10,0.5,2,14,0.7,3,6,0.3,1,16,0.8,4
S04054,Addition,0,2,0.1,0,12,0.6,2,12,0.6,2,6,0.3,1,12,0.6,3,16,0.8,4,16,0.8,4,6,0.3,1
S01892,Ordering Fractions,5,12,0.6,2,12,0.6,2,12,0.6,3,12,0.6,3,16,0.8,3,6,0.3,1,16,0.8,3,14,0.7,3
S04142,Ordering Fractions,5,20,1.0,5,8,0.4,2,14,0.7,3,12,0.6,2,12,0.6,3,6,0.3,1,16,0.8,3,10,0.5,1
S02087,Subtraction,7,18,0.9,4,16,0.8,4,18,0.9,4,14,0.7,3,16,0.8,4,20,1.0,5,18,0.9,4,8,0.4,2
S04247,Subtraction,7,16,0.8,3,16,0.8,4,14,0.7,3,12,0.6,2,16,0.8,3,12,0.6,2,14,0.7,3,8,0.4,2
S03593,Multiplication,4,12,0.6,3,14,0.7,3,12,0.6,3,14,0.7,3,12,0.6,3,14,0.7,3,12,0.6,2,14,0.7,2
S03686,Multiplication,4,14,0.7,3,20,1.0,5,18,0.9,4,16,0.8,4,6,0.3,1,18,0.9,4,10,0.5,2,14,0.7,3
S01823,Multiplication,4,10,0.5,1,8,0.4,2,14,0.7,3,10,0.5,1,4,0.2,1,8,0.4,2,12,0.6,2,6,0.3,1
S04362,Addition,0,4,0.2,0,8,0.4,1,16,0.8,4,14,0.7,3,14,0.7,3,8,0.4,1,8,0.4,1,12,0.6,2
S01483,Comparing Fractions,1,8,0.4,2,6,0.3,1,8,0.4,2,14,0.7,3,16,0.8,4,12,0.6,3,18,0.9,4,14,0.7,3
S03753,Fraction to Decimal,3,14,0.7,3,14,0.7,3,12,0.6,2,6,0.3,1,12,0.6,2,12,0.6,3,16,0.8,4,10,0.5,2
S00709,Addition,0,6,0.3,0,14,0.7,3,10,0.5,2,10,0.5,1,12,0.6,2,16,0.8,3,12,0.6,2,6,0.3,1
S05629,Fraction to Decimal,3,12,0.6,3,16,0.8,4,20,1.0,5,6,0.3,1,12,0.6,3,10,0.5,2,8,0.4,2,12,0.6,3
S04165,Simplifying Fractions,6,10,0.5,2,20,1.0,5,16,0.8,3,10,0.5,2,18,0.9,4,10,0.5,1,6,0.3,1,10,0.5,2
S05097,Comparing Fractions,1,18,0.9,4,0,0.0,0,16,0.8,4,16,0.8,4,8,0.4,2,10,0.5,2,4,0.2,1,8,0.4,2
S02579,Multiplication,4,14,0.7,3,12,0.6,2,18,0.9,4,16,0.8,3,8,0.4,2,12,0.6,3,10,0.5,2,12,0.6,3
S02883,Subtraction,7,14,0.7,3,16,0.8,4,20,1.0,5,20,1.0,5,18,0.9,4,14,0.7,3,12,0.6,2,12,0.6,2
S01241,Division,2,10,0.5,1,12,0.6,3,8,0.4,2,10,0.5,2,12,0.6,2,16,0.8,4,14,0.7,3,12,0.6,2
S01647,Fraction to Decimal,3,8,0.4,1,12,0.6,2,10,0.5,2,4,0.2,1,18,0.9,4,10,0.5,2,18,0.9,4,8,0.4,1
S05475,Subtraction,7,14,0.7,3,4,0.2,1,14,0.7,3,8,0.4,2,4,0.2,1,4,0.2,1,18,0.9,4,0,0.0,0
S01206,Fraction to Decimal,3,16,0.8,3,12,0.6,3,20,1.0,5,8,0.4,0,16,0.8,4,12,0.6,3,12,0.6,1,12,0.6,3
S04499,Multiplication,4,10,0.5,2,14,0.7,3,12,0.6,2,16,0.8,4,2,0.1,0,10,0.5,2,10,0.5,2,14,0.7,3
S03804,Subtraction,7,12,0.6,3,12,0.6,3,8,0.4,1,6,0.3,1,10,0.5,2,18,0.9,4,10,0.5,2,4,0.2,1
S03775,Comparing Fractions,1,8,0.4,1,4,0.2,1,10,0.5,2,12,0.6,3,14,0.7,3,8,0.4,2,14,0.7,3,8,0.4,2
S01908,Multiplication,4,8,0.4,2,20,1.0,5,20,1.0,5,14,0.7,3,4,0.2,1,14,0.7,3,14,0.7,3,20,1.0,5
S03849,Multiplication,4,10,0.5,1,16,0.8,4,12,0.6,1,12,0.6,3,2,0.1,0,16,0.8,3,8,0.4,1,14,0.7,2
S02310,Division,2,8,0.4,2,14,0.7,3,6,0.3,1,8,0.4,2,10,0.5,2,16,0.8,4,14,0.7,3,8,0.4,2
S05157,Simplifying Fractions,6,6,0.3,1,6,0.3,1,20,1.0,5,12,0.6,3,4,0.2,1,12,0.6,3,0,0.0,0,8,0.4,2
S04265,Multiplication,4,14,0.7,3,12,0.6,2,8,0.4,2,16,0.8,4,6,0.3,1,10,0.5,2,20,1.0,5,12,0.6,3
S05902,Division,2,8,0.4,2,12,0.6,3,8,0.4,2,16,0.8,4,12,0.6,3,18,0.9,4,8,0.4,2,12,0.6,3
S06029,Comparing Fractions,1,8,0.4,2,4,0.2,1,16,0.8,4,12,0.6,3,12,0.6,3,12,0.6,3,16,0.8,4,8,0.4,2
S03216,Simplifying Fractions,6,10,0.5,2,10,0.5,2,12,0.6,3,10,0.5,2,12,0.6,2,10,0.5,2,4,0.2,1,14,0.7,3
S01992,Subtraction,7,14,0.7,3,12,0.6,3,20,1.0,5,12,0.6,2,16,0.8,3,16,0.8,4,14,0.7,3,4,0.2,1
S06198,Division,2,20,1.0,5,20,1.0,5,0,0.0,0,16,0.8,4,16,0.8,4,16,0.8,4,8,0.4,2,20,1.0,5
S02966,Fraction to Decimal,3,14,0.7,3,10,0.5,2,8,0.4,2,4,0.2,0,12,0.6,3,10,0.5,2,16,0.8,3,16,0.8,4
S01950,Comparing Fractions,1,12,0.6,3,8,0.4,2,18,0.9,4,16,0.8,4,14,0.7,3,16,0.8,4,18,0.9,4,12,0.6,2
S05102,Multiplication,4,18,0.9,4,12,0.6,3,12,0.6,3,12,0.6,3,2,0.1,0,16,0.8,4,10,0.5,2,20,1.0,5
S05949,Addition,0,8,0.4,2,8,0.4,2,8,0.4,2,12,0.6,3,14,0.7,3,8,0.4,2,8,0.4,2,16,0.8,4
S03334,Addition,0,4,0.2,0,20,1.0,5,12,0.6,3,8,0.4,1,14,0.7,3,10,0.5,2,6,0.3,1,8,0.4,2
S01287,Division,2,16,0.8,3,14,0.7,3,6,0.3,1,10,0.5,2,16,0.8,4,16,0.8,4,20,1.0,5,12,0.6,2
S05029,Fraction to Decimal,3,2,0.1,0,4,0.2,1,4,0.2,1,2,0.1,0,8,0.4,2,12,0.6,3,8,0.4,2,12,0.6,3
S00835,Comparing Fractions,1,12,0.6,3,4,0.2,1,20,1.0,5,12,0.6,2,12,0.6,3,10,0.5,1,16,0.8,4,14,0.7,3
S04397,Comparing Fractions,1,12,0.6,3,10,0.5,1,12,0.6,3,14,0.7,3,12,0.6,3,16,0.8,4,18,0.9,4,10,0.5,2
S05263,Subtraction,7,8,0.4,2,12,0.6,3,10,0.5,2,4,0.2,1,12,0.6,3,18,0.9,4,14,0.7,3,0,0.0,0
S02224,Fraction to Decimal,3,16,0.8,4,16,0.8,4,14,0.7,2,8,0.4,2,12,0.6,3,12,0.6,3,16,0.8,4,14,0.7,3
S02704,Addition,0,0,0.0,0,14,0.7,3,12,0.6,3,10,0.5,2,16,0.8,4,12,0.6,3,10,0.5,2,14,0.7,3
S00101,Simplifying Fractions,6,12,0.6,2,10,0.5,2,8,0.4,1,12,0.6,2,10,0.5,2,20,1.0,5,4,0.2,1,8,0.4,1
S01342,Ordering Fractions,5,14,0.7,3,8,0.4,1,12,0.6,3,8,0.4,1,14,0.7,3,6,0.3,1,16,0.8,4,8,0.4,2
S05828,Subtraction,7,20,1.0,5,4,0.2,1,16,0.8,4,8,0.4,2,16,0.8,4,8,0.4,2,4,0.2,1,2,0.1,0
S01849,Comparing Fractions,1,14,0.7,3,4,0.2,0,20,1.0,5,4,0.2,1,8,0.4,1,12,0.6,3,16,0.8,3,4,0.2,0
S01883,Simplifying Fractions,6,16,0.8,3,14,0.7,3,18,0.9,4,18,0.9,4,14,0.7,3,16,0.8,4,10,0.5,2,14,0.7,2
S04475,Division,2,8,0.4,2,10,0.5,2,4,0.2,1,6,0.3,1,14,0.7,3,4,0.2,0,10,0.5,2,12,0.6,3
S02968,Addition,0,8,0.4,2,16,0.8,4,10,0.5,1,10,0.5,1,12,0.6,3,12,0.6,3,16,0.8,4,14,0.7,3
S04099,Ordering Fractions,5,16,0.8,4,16,0.8,4,20,1.0,5,14,0.7,3,12,0.6,3,6,0.3,1,10,0.5,2,14,0.7,3
S02898,Subtraction,7,10,0.5,2,18,0.9,4,16,0.8,4,8,0.4,2,10,0.5,2,14,0.7,3,12,0.6,1,4,0.2,1
S00896,Simplifying Fractions,6,16,0.8,3,14,0.7,3,20,1.0,5,10,0.5,2,12,0.6,2,14,0.7,3,4,0.2,1,20,1.0,5
S04616,Fraction to Decimal,3,12,0.6,2,12,0.6,3,8,0.4,2,6,0.3,1,8,0.4,2,8,0.4,1,14,0.7,3,10,0.5,2
S02935,Simplifying Fractions,6,6,0.3,1,12,0.6,2,8,0.4,1,8,0.4,1,2,0.1,0,10,0.5,2,2,0.1,0,14,0.7,3
S02600,Simplifying Fractions,6,16,0.8,4,18,0.9,4,6,0.3,1,16,0.8,4,6,0.3,1,12,0.6,2,6,0.3,1,10,0.5,2
S01747,Simplifying Fractions,6,14,0.7,3,8,0.4,2,20,1.0,5,18,0.9,4,18,0.9,4,18,0.9,4,2,0.1,0,12,0.6,3
S04205,Fraction to Decimal,3,8,0.4,2,16,0.8,4,10,0.5,1,8,0.4,2,18,0.9,4,10,0.5,2,12,0.6,3,18,0.9,4
S06018,Comparing Fractions,1,12,0.6,3,4,0.2,1,16,0.8,4,8,0.4,2,8,0.4,2,16,0.8,4,4,0.2,1,12,0.6,3
S03960,Subtraction,7,20,1.0,5,14,0.7,3,16,0.8,3,12,0.6,3,14,0.7,3,14,0.7,3,12,0.6,3,8,0.4,2
S01165,Comparing Fractions,1,14,0.7,3,2,0.1,0,12,0.6,3,10,0.5,2,16,0.8,3,12,0.6,3,8,0.4,1,8,0.4,2
S04876,Subtraction,7,14,0.7,3,10,0.5,2,10,0.5,2,10,0.5,2,6,0.3,0,12,0.6,3,6,0.3,1,6,0.3,1
S05998,Simplifying Fractions,6,8,0.4,2,12,0.6,3,12,0.6,3,8,0.4,2,12,0.6,3,12,0.6,3,4,0.2,1,12,0.6,3
S04846,Fraction to Decimal,3,14,0.7,3,14,0.7,3,12,0.6,3,12,0.6,3,16,0.8,4,14,0.7,3,16,0.8,4,12,0.6,2
S00465,Ordering Fractions,5,12,0.6,3,12,0.6,3,20,1.0,5,12,0.6,3,10,0.5,2,8,0.4,1,14,0.7,3,16,0.8,4
S00243,Multiplication,4,8,0.4,2,12,0.6,3,16,0.8,4,8,0.4,2,4,0.2,0,18,0.9,4,14,0.7,2,8,0.4,1
S02376,Simplifying Fractions,6,16,0.8,4,12,0.6,3,12,0.6,3,8,0.4,1,12,0.6,3,6,0.3,1,4,0.2,1,12,0.6,3
S02486,Simplifying Fractions,6,12,0.6,2,16,0.8,4,16,0.8,4,16,0.8,4,10,0.5,2,16,0.8,3,6,0.3,1,8,0.4,1
S02803,Comparing Fractions,1,12,0.6,3,12,0.6,3,18,0.9,4,16,0.8,4,14,0.7,3,18,0.9,4,16,0.8,4,14,0.7,3
S05588,Addition,0,2,0.1,0,4,0.2,1,12,0.6,3,4,0.2,1,12,0.6,3,8,0.4,2,8,0.4,2,12,0.6,3
S05763,Ordering Fractions,5,8,0.4,2,8,0.4,2,8,0.4,2,4,0.2,1,12,0.6,3,4,0.2,1,4,0.2,1,4,0.2,1
S01800,Simplifying Fractions,6,12,0.6,2,8,0.4,2,10,0.5,2,4,0.2,0,14,0.7,3,14,0.7,3,2,0.1,0,16,0.8,3
S03296,Fraction to Decimal,3,8,0.4,2,8,0.4,2,8,0.4,2,8,0.4,1,10,0.5,2,12,0.6,2,12,0.6,3,10,0.5,2
S00272,Fraction to Decimal,3,16,0.8,4,12,0.6,3,14,0.7,3,6,0.3,1,14,0.7,2,8,0.4,1,18,0.9,4,12,0.6,3
S02489,Division,2,18,0.9,4,16,0.8,4,0,0.0,0,8,0.4,2,10,0.5,2,18,0.9,4,8,0.4,1,12,0.6,2
S05645,Ordering Fractions,5,12,0.6,3,12,0.6,3,12,0.6,3,12,0.6,3,16,0.8,4,8,0.4,2,20,1.0,5,14,0.7,3
S00753,Subtraction,7,10,0.5,2,12,0.6,2,6,0.3,1,12,0.6,3,12,0.6,2,8,0.4,1,12,0.6,3,6,0.3,1
S01103,Fraction to Decimal,3,10,0.5,2,12,0.6,3,18,0.9,4,2,0.1,0,12,0.6,2,8,0.4,2,14,0.7,3,10,0.5,2
S01716,Simplifying Fractions,6,16,0.8,3,20,1.0,5,12,0.6,2,10,0.5,2,20,1.0,5,20,1.0,5,8,0.4,1,20,1.0,5
S03930,Ordering Fractions,5,12,0.6,3,10,0.5,2,20,1.0,5,12,0.6,3,16,0.8,4,8,0.4,2,16,0.8,4,16,0.8,4
S05602,Subtraction,7,12,0.6,3,12,0.6,3,16,0.8,4,4,0.2,1,12,0.6,3,10,0.5,2,14,0.7,3,0,0.0,0
S04070,Subtraction,7,10,0.5,2,20,1.0,5,14,0.7,3,14,0.7,3,14,0.7,3,12,0.6,3,12,0.6,2,8,0.4,2
S01070,Comparing Fractions,1,10,0.5,2,10,0.5,2,16,0.8,4,10,0.5,2,10,0.5,2,16,0.8,4,16,0.8,4,18,0.9,4
S05184,Addition,0,0,0.0,0,8,0.4,2,4,0.2,1,8,0.4,2,2,0.1,0,14,0.7,3,18,0.9,4,6,0.3,1
S02191,Fraction to Decimal,3,18,0.9,4,10,0.5,2,14,0.7,3,10,0.5,2,14,0.7,3,12,0.6,3,18,0.9,4,14,0.7,3
S02281,Simplifying Fractions,6,16,0.8,4,12,0.6,3,10,0.5,1,14,0.7,3,14,0.7,3,10,0.5,2,0,0.0,0,8,0.4,2
S06040,Fraction to Decimal,3,12,0.6,3,0,0.0,0,4,0.2,1,0,0.0,0,12,0.6,3,12,0.6,3,4,0.2,1,4,0.2,1
S03200,Simplifying Fractions,6,18,0.9,4,12,0.6,3,10,0.5,2,18,0.9,4,14,0.7,3,8,0.4,2,2,0.1,0,18,0.9,4
S05231,Division,2,18,0.9,4,4,0.2,1,0,0.0,0,12,0.6,3,16,0.8,4,12,0.6,3,4,0.2,1,20,1.0,5
S03901,Simplifying Fractions,6,4,0.2,1,14,0.7,3,12,0.6,3,14,0.7,2,12,0.6,2,6,0.3,1,4,0.2,1,14,0.7,3
S04837,Multiplication,4,10,0.5,1,20,1.0,5,12,0.6,2,12,0.6,3,4,0.2,1,12,0.6,3,12,0.6,3,4,0.2,1
S02146,Multiplication,4,14,0.7,3,12,0.6,3,6,0.3,1,4,0.2,0,0,0.0,0,18,0.9,4,4,0.2,1,10,0.5,1
S06091,Comparing Fractions,1,16,0.8,4,0,0.0,0,20,1.0,5,12,0.6,3,12,0.6,3,12,0.6,3,16,0.8,4,16,0.8,4
S06252,Division,2,4,0.2,1,16,0.8,4,4,0.2,1,20,1.0,5,16,0.8,4,4,0.2,1,12,0.6,3,8,0.4,2
S04209,Subtraction,7,8,0.4,2,10,0.5,2,16,0.8,4,14,0.7,2,10,0.5,2,18,0.9,4,16,0.8,4,8,0.4,1
S02943,Division,2,14,0.7,3,10,0.5,2,4,0.2,1,14,0.7,3,10,0.5,2,6,0.3,1,16,0.8,4,14,0.7,3
S05959,Subtraction,7,16,0.8,4,8,0.4,2,10,0.5,2,16,0.8,4,20,1.0,5,8,0.4,2,16,0.8,4,4,0.2,1
S01217,Subtraction,7,12,0.6,2,18,0.9,4,16,0.8,4,16,0.8,3,10,0.5,2,12,0.6,3,16,0.8,3,10,0.5,2
S01889,Division,2,10,0.5,2,14,0.7,3,6,0.3,1,12,0.6,2,16,0.8,4,16,0.8,4,8,0.4,2,16,0.8,4
S03280,Simplifying Fractions,6,16,0.8,4,12,0.6,3,18,0.9,4,6,0.3,1,16,0.8,3,14,0.7,3,4,0.2,1,16,0.8,4
S01545,Comparing Fractions,1,8,0.4,1,6,0.3,1,6,0.3,1,12,0.6,2,14,0.7,2,6,0.3,1,8,0.4,1,16,0.8,4
S01421,Ordering Fractions,5,14,0.7,3,14,0.7,3,14,0.7,3,12,0.6,3,12,0.6,3,10,0.5,2,16,0.8,4,12,0.6,2
S02370,Division,2,20,1.0,5,14,0.7,3,10,0.5,2,12,0.6,2,18,0.9,4,16,0.8,4,16,0.8,4,14,0.7,3
S05368,Addition,0,8,0.4,2,12,0.6,3,14,0.7,3,10,0.5,2,8,0.4,2,8,0.4,2,20,1.0,5,16,0.8,4
S04352,Ordering Fractions,5,10,0.5,2,10,0.5,2,10,0.5,1,8,0.4,2,14,0.7,3,4,0.2,0,12,0.6,3,12,0.6,3
S03521,Division,2,10,0.5,2,10,0.5,2,4,0.2,0,10,0.5,1,18,0.9,4,12,0.6,3,10,0.5,2,8,0.4,1
S01399,Subtraction,7,8,0.4,1,12,0.6,3,6,0.3,1,8,0.4,1,10,0.5,2,8,0.4,1,10,0.5,2,6,0.3,1
S01373,Simplifying Fractions,6,14,0.7,3,8,0.4,2,8,0.4,1,8,0.4,2,14,0.7,3,6,0.3,1,6,0.3,1,10,0.5,2
S01357,Multiplication,4,8,0.4,2,12,0.6,3,10,0.5,2,14,0.7,3,4,0.2,0,20,1.0,5,14,0.7,3,10,0.5,2
S00614,Fraction to Decimal,3,8,0.4,1,12,0.6,3,12,0.6,3,6,0.3,1,8,0.4,1,10,0.5,1,14,0.7,3,12,0.6,3
S01270,Multiplication,4,12,0.6,2,10,0.5,2,10,0.5,2,16,0.8,4,2,0.1,0,14,0.7,3,16,0.8,4,12,0.6,1
S02208,Division,2,12,0.6,2,16,0.8,4,2,0.1,0,10,0.5,2,10,0.5,2,18,0.9,4,8,0.4,1,14,0.7,3
S00897,Comparing Fractions,1,12,0.6,1,6,0.3,1,14,0.7,3,6,0.3,1,10,0.5,2,10,0.5,2,16,0.8,3,10,0.5,2
S01993,Ordering Fractions,5,10,0.5,2,10,0.5,1,12,0.6,3,10,0.5,2,10,0.5,2,8,0.4,1,10,0.5,2,14,0.7,3
S03429,Fraction to Decimal,3,10,0.5,2,14,0.7,3,12,0.6,2,8,0.4,2,12,0.6,2,10,0.5,2,10,0.5,1,10,0.5,2
S01300,Comparing Fractions,1,10,0.5,2,8,0.4,1,12,0.6,2,8,0.4,2,18,0.9,4,18,0.9,4,12,0.6,2,14,0.7,2
S03838,Comparing Fractions,1,8,0.4,2,8,0.4,1,10,0.5,2,8,0.4,2,12,0.6,1,10,0.5,1,12,0.6,2,20,1.0,5
S04842,Comparing Fractions,1,8,0.4,1,6,0.3,1,12,0.6,3,12,0.6,2,6,0.3,0,14,0.7,3,10,0.5,2,12,0.6,2
S04182,Division,2,14,0.7,3,20,1.0,5,0,0.0,0,16,0.8,4,10,0.5,2,14,0.7,3,14,0.7,3,16,0.8,3
S06269,Addition,0,8,0.4,2,16,0.8,4,16,0.8,4,12,0.6,3,12,0.6,3,12,0.6,3,8,0.4,2,12,0.6,3
S04879,Comparing Fractions,1,8,0.4,1,8,0.4,2,18,0.9,4,14,0.7,3,12,0.6,3,10,0.5,2,10,0.5,1,16,0.8,3
S00768,Comparing Fractions,1,8,0.4,2,4,0.2,1,12,0.6,3,8,0.4,2,12,0.6,3,16,0.8,3,14,0.7,3,16,0.8,4
S03330,Simplifying Fractions,6,10,0.5,2,18,0.9,4,12,0.6,3,16,0.8,3,8,0.4,2,14,0.7,3,0,0.0,0,10,0.5,2
S05486,Multiplication,4,16,0.8,4,12,0.6,3,10,0.5,2,8,0.4,2,0,0.0,0,20,1.0,5,20,1.0,5,8,0.4,2
S02835,Fraction to Decimal,3,14,0.7,3,12,0.6,3,20,1.0,5,10,0.5,1,12,0.6,3,10,0.5,2,12,0.6,3,20,1.0,5
S06113,Simplifying Fractions,6,12,0.6,3,16,0.8,4,8,0.4,2,12,0.6,3,8,0.4,2,8,0.4,2,4,0.2,1,4,0.2,1
S03703,Addition,0,8,0.4,2,12,0.6,3,14,0.7,2,8,0.4,2,16,0.8,4,10,0.5,2,16,0.8,4,16,0.8,3
S05757,Multiplication,4,20,1.0,5,10,0.5,2,12,0.6,3,12,0.6,3,8,0.4,2,16,0.8,4,8,0.4,2,14,0.7,3
S03436,Fraction to Decimal,3,10,0.5,2,14,0.7,3,8,0.4,2,6,0.3,1,14,0.7,3,14,0.7,3,8,0.4,2,18,0.9,4
S05522,Subtraction,7,12,0.6,3,8,0.4,2,4,0.2,1,4,0.2,1,16,0.8,4,12,0.6,3,12,0.6,3,0,0.0,0
S03129,Subtraction,7,14,0.7,3,16,0.8,3,10,0.5,2,14,0.7,2,14,0.7,3,14,0.7,3,14,0.7,3,8,0.4,2
S05090,Comparing Fractions,1,10,0.5,2,4,0.2,1,8,0.4,2,8,0.4,2,6,0.3,1,16,0.8,4,16,0.8,4,16,0.8,4
S04839,Subtraction,7,12,0.6,2,20,1.0,5,12,0.6,3,18,0.9,4,14,0.7,2,12,0.6,3,10,0.5,2,10,0.5,2
S04675,Simplifying Fractions,6,16,0.8,4,10,0.5,2,12,0.6,2,10,0.5,2,12,0.6,2,12,0.6,3,6,0.3,1,6,0.3,1
S06065,Comparing Fractions,1,12,0.6,3,0,0.0,0,16,0.8,4,8,0.4,2,8,0.4,2,12,0.6,3,8,0.4,2,12,0.6,3
S03506,Comparing Fractions,1,12,0.6,3,6,0.3,1,8,0.4,2,6,0.3,1,10,0.5,2,16,0.8,4,8,0.4,2,20,1.0,5
S02432,Addition,0,4,0.2,1,8,0.4,2,12,0.6,3,14,0.7,2,14,0.7,3,14,0.7,3,10,0.5,2,8,0.4,2
S04388,Multiplication,4,20,1.0,5,10,0.5,2,10,0.5,2,16,0.8,4,8,0.4,1,16,0.8,4,16,0.8,4,12,0.6,2
S04516,Fraction to Decimal,3,8,0.4,2,16,0.8,4,12,0.6,2,6,0.3,1,12,0.6,3,10,0.5,1,8,0.4,2,14,0.7,3
S03027,Fraction to Decimal,3,16,0.8,4,4,0.2,0,16,0.8,4,2,0.1,0,12,0.6,3,6,0.3,1,14,0.7,3,12,0.6,3
S01583,Subtraction,7,8,0.4,1,8,0.4,1,8,0.4,2,14,0.7,3,16,0.8,4,14,0.7,3,8,0.4,1,6,0.3,1
S05988,Fraction to Decimal,3,12,0.6,3,8,0.4,2,8,0.4,2,0,0.0,0,10,0.5,2,12,0.6,3,16,0.8,4,10,0.5,2
S05091,Multiplication,4,16,0.8,4,12,0.6,3,4,0.2,1,12,0.6,3,0,0.0,0,8,0.4,2,4,0.2,1,8,0.4,2
S02003,Simplifying Fractions,6,8,0.4,2,8,0.4,2,18,0.9,4,12,0.6,3,12,0.6,2,12,0.6,3,4,0.2,0,12,0.6,2
S03003,Ordering Fractions,5,12,0.6,2,14,0.7,3,12,0.6,3,20,1.0,5,14,0.7,3,4,0.2,1,8,0.4,1,14,0.7,3
S06317,Addition,0,8,0.4,2,8,0.4,2,12,0.6,3,16,0.8,4,12,0.6,3,12,0.6,3,8,0.4,2,12,0.6,3
S02525,Ordering Fractions,5,12,0.6,2,16,0.8,3,10,0.5,2,4,0.2,0,20,1.0,5,4,0.2,0,16,0.8,3,8,0.4,2
S03013,Fraction to Decimal,3,8,0.4,2,12,0.6,2,12,0.6,2,6,0.3,1,12,0.6,3,12,0.6,3,14,0.7,3,10,0.5,2
S02588,Simplifying Fractions,6,10,0.5,2,20,1.0,5,12,0.6,2,10,0.5,2,12,0.6,2,12,0.6,3,8,0.4,1,14,0.7,3
S00022,Subtraction,7,12,0.6,3,16,0.8,4,12,0.6,3,14,0.7,3,18,0.9,4,6,0.3,1,10,0.5,2,2,0.1,0
S03853,Division,2,14,0.7,3,14,0.7,3,8,0.4,2,12,0.6,3,18,0.9,4,10,0.5,1,14,0.7,3,10,0.5,2
S03621,Fraction to Decimal,3,20,1.0,5,16,0.8,4,18,0.9,4,4,0.2,0,14,0.7,3,10,0.5,2,16,0.8,4,14,0.7,3
S01595,Comparing Fractions,1,6,0.3,1,6,0.3,1,16,0.8,3,12,0.6,3,14,0.7,3,14,0.7,3,8,0.4,1,12,0.6,3
S03508,Comparing Fractions,1,8,0.4,2,8,0.4,2,8,0.4,2,10,0.5,2,20,1.0,5,14,0.7,2,16,0.8,4,10,0.5,2
S05408,Ordering Fractions,5,8,0.4,2,6,0.3,1,10,0.5,2,6,0.3,1,8,0.4,2,0,0.0,0,8,0.4,2,20,1.0,5
S04936,Subtraction,7,8,0.4,2,8,0.4,2,12,0.6,3,14,0.7,3,14,0.7,3,16,0.8,3,10,0.5,2,6,0.3,1
S05380,Division,2,4,0.2,1,18,0.9,4,2,0.1,0,12,0.6,3,12,0.6,3,20,1.0,5,6,0.3,1,16,0.8,4
S00159,Ordering Fractions,5,12,0.6,2,18,0.9,4,10,0.5,2,8,0.4,2,16,0.8,4,8,0.4,2,16,0.8,4,14,0.7,3
S03835,Comparing Fractions,1,14,0.7,3,6,0.3,1,14,0.7,3,12,0.6,2,8,0.4,1,12,0.6,3,12,0.6,3,8,0.4,1
S01905,Simplifying Fractions,6,12,0.6,2,14,0.7,3,10,0.5,2,14,0.7,2,6,0.3,0,6,0.3,0,4,0.2,1,10,0.5,2
S02730,Fraction to Decimal,3,10,0.5,1,12,0.6,3,6,0.3,1,4,0.2,0,8,0.4,2,14,0.7,3,10,0.5,2,8,0.4,2
S03745,Addition,0,12,0.6,2,14,0.7,3,14,0.7,3,18,0.9,4,18,0.9,4,12,0.6,1,20,1.0,5,20,1.0,5
S01885,Fraction to Decimal,3,12,0.6,2,12,0.6,3,12,0.6,3,4,0.2,1,10,0.5,2,8,0.4,2,20,1.0,5,18,0.9,4
S01025,Division,2,16,0.8,4,16,0.8,4,8,0.4,2,8,0.4,2,10,0.5,2,20,1.0,5,18,0.9,4,18,0.9,4
S05062,Comparing Fractions,1,12,0.6,3,4,0.2,1,8,0.4,2,16,0.8,4,12,0.6,3,6,0.3,1,10,0.5,2,16,0.8,4
S06235,Fraction to Decimal,3,8,0.4,2,16,0.8,4,16,0.8,4,8,0.4,2,8,0.4,2,8,0.4,2,12,0.6,3,12,0.6,3
